_id,type,title,description,year,rating,ratingCount,genre,director_artist_author,duration,externalId
69079f2dafa5e245b1af85de,book,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,,1984,4.06,6086,,Aristophanes,,1560
69079f2dafa5e245b1af85df,book,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,,1996,3.94,96,,Aristophanes,,1561
69079f2dafa5e245b1af85e0,book,The Complete Plays,,1984,4.21,1998,,Aristophanes,,1562
69079f2dafa5e245b1af85e1,book,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,,1998,3.83,4,,Aristophanes,,1563
69079f2dafa5e245b1af85e2,book,Clouds/Wasps/Birds (Aristophanes 1),,1998,3.77,1,,Aristophanes,,1566
69079f2dafa5e245b1af85e3,book,Lysistrata and Other Plays,,2003,3.95,3833,,Aristophanes,,1567
69079f2dafa5e245b1af85e4,book,Acharnians,,2003,3.42,23,,Aristophanes,,1568
69079f2dafa5e245b1af85e5,book,Clouds,,1969,3.75,13,,Aristophanes,,1571
69079f2dafa5e245b1af85e6,book,Clouds/Wasps/Peace,,1998,4.07,69,,Aristophanes,,1572
69079f2dafa5e245b1af85e7,book,Three Plays: The Wasps / The Poet and the Women / The Frogs,,1964,3.94,391,,Aristophanes,,1576
69079f2dafa5e245b1af85e8,book,Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,,2003,4.03,14,,Aristophanes,,1577
69079f2dafa5e245b1af85e9,book,Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),,2002,4.21,58,,Aristophanes,,1579
69079f2dafa5e245b1af85ea,book,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,,1983,2.8,5,,W. John Campbell,,1584
69079f2dafa5e245b1af85eb,book,Aristophanes and Athens: An Introduction to the Plays,,1995,4.07,14,,Douglas M. MacDowell,,1585
69079f2dafa5e245b1af85ec,book,Lysistrata,,1970,3.85,19,,Aristophanes,,1586
69079f2dafa5e245b1af85ed,book,Peace,,1999,3.6,262,,Aristophanes,,1590
69079f2dafa5e245b1af85ee,book,Lysistrata,,2003,3.85,30604,,Aristophanes,,1591
69079f2dafa5e245b1af85ef,book,The Knights / Peace / The Birds / The Assembly Women / Wealth,,1978,3.69,42,,Aristophanes,,1592
69079f2dafa5e245b1af85f0,book,Genres in Dialogue: Plato and the Construct of Philosophy,,2000,4.33,5,,Andrea Wilson Nightingale,,1595
69079f2dafa5e245b1af85f1,book,The Curious Incident of the Dog in the Night-Time,,2004,3.88,1054308,,Mark Haddon,,1618
69079f2dafa5e245b1af85f2,book,The Night Gardener,,2006,3.64,4067,,George Pelecanos,,1620
69079f2dafa5e245b1af85f3,book,Twelfth Night,,2004,3.98,138101,,William Shakespeare,,1625
69079f2dafa5e245b1af85f4,book,Brokeback Mountain,,2005,3.94,24985,,Annie Proulx,,1627
69079f2dafa5e245b1af85f5,book,Getting Things Done: The Art of Stress-Free Productivity,,2002,3.99,105507,,David    Allen,,1633
69079f2dafa5e245b1af85f6,book,Getting Things Done When You Are Not in Charge,,2001,3.46,75,,Geoffrey M. Bellman,,1634
69079f2dafa5e245b1af85f7,book,Formas breves,,2001,4.17,240,,Ricardo Piglia,,1642
69079f2dafa5e245b1af85f8,book,El último lector,,2009,4.14,331,,Ricardo Piglia,,1643
69079f2dafa5e245b1af85f9,book,Money to Burn,,2004,3.76,69,,Ricardo Piglia,,1645
69079f2dafa5e245b1af85fa,book,Respiración artificial,,2008,3.96,1279,,Ricardo Piglia,,1646
69079f2dafa5e245b1af85fb,book,Plata quemada,,2005,3.76,1098,,Ricardo Piglia,,1654
69079f2dafa5e245b1af85fc,book,American Government: Continuity and Change  Alternate Edition,,2005,2.83,,,Karen  O'Connor,,1658
69079f2dafa5e245b1af85fd,book,Essentials of American and Texas Government: Continuity and Change,,2005,3.5,,,Karen  O'Connor,,1664
69079f2dafa5e245b1af85fe,book,El túnel,,2003,4.05,453,,Ernesto Sabato,,1667
69079f2dafa5e245b1af85ff,book,The Confessions (Works of Saint Augustine 1),,2002,3.92,142,,Augustine of Hippo,,1681
69079f2dafa5e245b1af8600,book,The City of God,,2000,3.92,104,,Augustine of Hippo,,1684
69079f2dafa5e245b1af8601,book,The Enchiridion on Faith Hope and Love (Augustine Series 1),,1999,4.04,271,,Augustine of Hippo,,1685
69079f2dafa5e245b1af8602,book,Augustine of Hippo: A Biography,,2000,4.27,1643,,Peter R.L. Brown,,1686
69079f2dafa5e245b1af8603,book,On Christian Doctrine,,1958,4.03,2335,,Augustine of Hippo,,1693
69079f2dafa5e245b1af8604,book,Confessions  Books 1-13,,1993,3.92,84,,Augustine of Hippo,,1698
69079f2dafa5e245b1af8605,book,Saint Augustine,,2005,3.55,259,,Garry Wills,,1702
69079f2dafa5e245b1af8606,book,Augustine: A Very Short Introduction,,2001,3.71,236,,Henry Chadwick,,1703
69079f2dafa5e245b1af8607,book,On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),,2004,3.94,29,,Augustine of Hippo,,1707
69079f2dafa5e245b1af8608,book,Kitchen Confidential: Adventures in the Culinary Underbelly,,2001,4.07,2488,,Anthony Bourdain,,1709
69079f2dafa5e245b1af8609,book,Confesiones de un chef,,2003,4.07,11,,Anthony Bourdain,,1710
69079f2dafa5e245b1af860a,book,The Metamorphoses of Ovid,,1995,4.05,710,,Ovid,,1713
69079f2dafa5e245b1af860b,book,Metamorphoses,,2004,4.05,48223,,Ovid,,1715
69079f2dafa5e245b1af860c,book,Metamorphoses,,2003,4.05,30,,Ovid,,1718
69079f2dafa5e245b1af860d,book,Ovid's Metamorphoses: Books 1-5,,1998,4.27,229,,Ovid,,1720
69079f2dafa5e245b1af860e,book,Ovid’s Metamorphoses: Books 6-10,,1978,4.32,32,,Ovid,,1721
69079f2dafa5e245b1af860f,book,Latin Via Ovid: A First Course,,1982,4.36,78,,Norma Goldman,,1722
69079f2dafa5e245b1af8610,book,The Art of Love and Other Poems,,1929,4.02,98,,Ovid,,1725
69079f2dafa5e245b1af8611,book,The Poems of Exile: Tristia and the Black Sea Letters,,2005,4.12,432,,Ovid,,1728
69079f2dafa5e245b1af8612,book,Metamorphoses: Volume 2  Books IX-XV,,1985,4.52,61,,Ovid,,1729
69079f2dafa5e245b1af8613,book,Metamorphoses: Volume I  Books I-VIII,,1977,4.42,813,,Ovid,,1730
69079f2dafa5e245b1af8614,book,Practice! Practice!: A Latin Via Ovid Workbook,,1995,4.08,12,,Norma Goldman,,1731
69079f2dafa5e245b1af8615,book,Tibullus: A Commentary,,1979,3.71,7,,Michael C.J. Putnam,,1744
69079f2dafa5e245b1af8616,book,Dionysiac Poetics and Euripides' Bacchae,,1997,4.62,12,,Charles Segal,,1750
69079f2dafa5e245b1af8617,book,Antigone,,2007,3.64,36,,Sophocles,,1752
69079f2dafa5e245b1af8618,book,Antigone,,2003,3.64,264,,Sophocles,,1761
69079f2dafa5e245b1af8619,book,Object-Oriented Programming in C++,,1999,4.07,14,,Richard Johnsonbaugh,,1771
69079f2dafa5e245b1af861a,book,The Iliad,,1992,3.86,30,,Homer,,1796
69079f2dafa5e245b1af861b,book,Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,,2005,3.79,122,,Simon Goldhill,,1800
69079f2dafa5e245b1af861c,book,Reading Greek Tragedy,,1986,4.12,32,,Simon Goldhill,,1801
69079f2dafa5e245b1af861d,book,Who Needs Greek? Contests in the Cultural History of Hellenism,,2002,3.4,10,,Simon Goldhill,,1804
69079f2dafa5e245b1af861e,book,Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),,1995,3.73,10,,Simon Goldhill,,1805
69079f2dafa5e245b1af861f,book,2012: The Return of Quetzalcoatl,,2006,3.42,1416,,Daniel Pinchbeck,,1814
69079f2dafa5e245b1af8620,book,Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,,2003,4.06,2799,,Daniel Pinchbeck,,1815
69079f2dafa5e245b1af8621,book,Them: Adventures with Extremists,,2003,3.95,11990,,Jon Ronson,,1823
69079f2dafa5e245b1af8622,book,The Men Who Stare at Goats,,2006,3.61,10679,,Jon Ronson,,1824
69079f2dafa5e245b1af8623,book,Guns  Germs and Steel: The Fates of Human Societies,,2005,4.03,4356,,Jared Diamond,,1839
69079f2dafa5e245b1af8624,book,Caught Inside: A Surfer's Year on the California Coast,,1997,3.87,633,,Daniel Duane,,1843
69079f2dafa5e245b1af8625,book,Into the Wild,,1997,3.98,800349,,Jon Krakauer,,1845
69079f2dafa5e245b1af8626,book,Wild at Heart: Discovering the Secret of a Man's Soul,,2001,3.92,55106,,John Eldredge,,1846
69079f2dafa5e245b1af8627,book,Wild Swans: Three Daughters of China,,2003,4.26,73572,,Jung Chang,,1848
69079f2dafa5e245b1af8628,book,Wild Fire (John Corey  #4),,2006,4.01,20909,,Nelson DeMille,,1849
69079f2dafa5e245b1af8629,book,Born to Be Wild,,2006,3.78,2456,,Catherine Coulter,,1850
69079f2dafa5e245b1af862a,book,The Call of the Wild,,2001,3.86,274649,,Jack London,,1852
69079f2dafa5e245b1af862b,book,Wild About Books,,2004,4.17,4541,,Judy Sierra,,1853
69079f2dafa5e245b1af862c,book,In Web Design for Libraries,,2006,2.67,9,,Charles P. Rubenstein,,1856
69079f2dafa5e245b1af862d,book,Nickel and Dimed: On (Not) Getting by in America,,2002,3.63,168362,,Barbara Ehrenreich,,1869
69079f2dafa5e245b1af862e,book,The History of Sexuality 1: An Introduction,,1978,4.04,15,,Michel Foucault,,1877
69079f2dafa5e245b1af862f,book,The History of Sexuality  Volume 1: The Will to Knowledge,,1998,4.04,313,,Michel Foucault,,1879
69079f2dafa5e245b1af8630,book,The History of Sexuality  Volume 2: The Use of Pleasure,,1998,4.08,51,,Michel Foucault,,1883
69079f2dafa5e245b1af8631,book,The Making of Pride and Prejudice,,1995,4.45,4244,,Sue Birtwistle,,1887
69079f2dafa5e245b1af8632,book,Pride and Prejudice,,2004,4.26,2399,,Jane Austen,,1888
69079f2dafa5e245b1af8633,book,Pride & Prejudice,,2005,4.26,1821,,Jane Austen,,1889
69079f2dafa5e245b1af8634,book,Pride and Prejudice,,2005,4.26,1146,,Jane Austen,,1891
69079f2dafa5e245b1af8636,book,Under the Banner of Heaven: A Story of Violent Faith,,2003,4,7481,,Jon Krakauer,,1894
69079f2dafa5e245b1af8637,book,Iceland: Land of the Sagas,,1998,3.71,330,,David  Roberts,,1896
69079f2dafa5e245b1af8638,book,Into Thin Air: A Personal Account of the Mount Everest Disaster,,1999,4.17,351406,,Jon Krakauer,,1898
69079f2dafa5e245b1af8639,book,In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,,2001,4.01,1910,,Valerian Albanov,,1902
69079f2dafa5e245b1af863a,book,The World Is Flat: A Brief History of the Twenty-first Century,,2006,3.68,87570,,Thomas L. Friedman,,1911
69079f2dafa5e245b1af863b,book,La Tierra es plana: Breve historia del mundo globalizado del siglo XXI,,2006,3.68,38,,Thomas L. Friedman,,1914
69079f2dafa5e245b1af863c,book,The Avalanche Handbook,,2006,4.07,43,,David McClung,,1925
69079f2dafa5e245b1af863d,book,Avalanche,,1989,3.65,273,,Arthur J. Roth,,1931
69079f2dafa5e245b1af863e,book,Little Women,,2004,4.07,1479727,,Louisa May Alcott,,1934
69079f2dafa5e245b1af863f,book,Little Women (Little Women  #1),,2004,4.07,1395,,Louisa May Alcott,,1935
69079f2dafa5e245b1af8640,book,Little Women,,2000,4.07,462,,Louisa May Alcott,,1936
69079f2dafa5e245b1af8641,book,Little Women,,2002,4.07,166,,Louisa May Alcott,,1937
69079f2dafa5e245b1af8642,book,Little Women  Little Men  Jo's Boys,,2005,4.33,3124,,Louisa May Alcott,,1946
69079f2dafa5e245b1af8644,book,A Tale of Two Cities,,2004,3.84,131,,Charles Dickens,,1955
69079f2dafa5e245b1af8646,book,A Tale of Two Cities: Charles Dickens,,2002,4,10,,SparkNotes,,1958
69079f2dafa5e245b1af8647,book,A Tale of Two Cities,,2003,3.84,730,,Charles Dickens,,1959
69079f2dafa5e245b1af8648,book,A Tale of Two Cities,,1993,3.84,39,,Charles Dickens,,1960
69079f2dafa5e245b1af8649,book,Den of Thieves,,1992,4.16,9718,,James B. Stewart,,1972
69079f2dafa5e245b1af864a,book,Den of Thieves (Cat Royal  #3),,2007,4.21,1432,,Julia Golding,,1976
69079f2dafa5e245b1af864b,book,Charles Dickens: Four Novels:  Great Expectations  Hard Times  A Christmas Carol  and A Tale of Two Cities,,1993,4.3,32,,Charles Dickens,,1982
69079f2dafa5e245b1af864c,book,Bleak House,,2002,4.01,1235,,Charles Dickens,,1984
69079f2dafa5e245b1af864d,book,David Copperfield,,2006,3.99,355,,Charles Dickens,,1985
69079f2dafa5e245b1af864e,book,What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist—the Facts of Daily Life in 19th-Century England,,1994,3.85,4873,,Daniel Pool,,1987
69079f2dafa5e245b1af864f,book,Charles Dickens,,2002,3.82,552,,Jane Smiley,,1988
69079f2dafa5e245b1af8650,book,Martin Chuzzlewit,,1999,3.83,13212,,Charles Dickens,,1990
69079f2dafa5e245b1af8651,book,Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters),,1998,3.71,4532,,Jared Diamond,,1991
69079f2dafa5e245b1af8652,book,The Third Chimpanzee: The Evolution & Future of the Human Animal,,1992,4.06,59,,Jared Diamond,,1993
69079f2dafa5e245b1af8653,book,J.K.Rowling,,2005,3.84,127,,Colleen Sexton,,1999
69079f2dafa5e245b1af8654,book,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,,2001,4.4,11515,,J.K. Rowling,,2002
69079f2dafa5e245b1af8655,book,J.K. Rowling's Harry Potter Novels: A Reader's Guide,,2001,3.58,78,,Philip Nel,,2004
69079f2dafa5e245b1af8657,book,The Santaroga Barrier,,2002,3.66,1625,,Frank Herbert,,2010
69079f2dafa5e245b1af8658,book,The Dosadi Experiment (ConSentiency Universe  #2),,2002,3.81,6146,,Frank Herbert,,2011
69079f2dafa5e245b1af8659,book,The Eyes of Heisenberg,,2002,3.43,1485,,Frank Herbert,,2015
69079f2dafa5e245b1af865a,book,The Birds (Methuen Drama),,2002,2.67,3,,Sean O'Brien,,2019
69079f2dafa5e245b1af865b,book,The Frogs,,2005,3.8,3,,Aristophanes,,2022
69079f2dafa5e245b1af865c,book,Lysistrata,,1990,3.85,76,,Aristophanes,,2025
69079f2dafa5e245b1af865d,book,"Myths of the Underworld Journey: Plato  Aristophanes  and the ""Orphic"" Gold Tablets,Radcliffe G. Edmonds III,3.75,0521834341,9780521834346,eng,276,3,0,11/18/2004,Cambridge University Press",,,,,,,,2026
69079f2dafa5e245b1af865e,book,Assembly of Women (Literary Classics),,1997,3.77,56,,Aristophanes,,2028
69079f2dafa5e245b1af865f,book,Comoediae 1: Acharenses/Equites/Nubes/Vespae/Pax/Aves,,1922,5,,,Aristophanes,,2034
69079f2dafa5e245b1af8660,book,Aristophanes and His Theatre of the Absurd,,1991,3.86,7,,Paul Anthony Cartledge,,2043
69079f2dafa5e245b1af8661,book,Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters,,1995,4.47,1107,,Raymond Chandler,,2045
69079f2dafa5e245b1af8662,book,Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell  My Lovely / The High Window,,1995,4.5,1324,,Raymond Chandler,,2046
69079f2dafa5e245b1af8663,book,The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library),,2002,4.45,241,,Raymond Chandler,,2048
69079f2dafa5e245b1af8664,book,The High Window (Philip Marlowe  #3),,1992,4.08,13233,,Raymond Chandler,,2049
69079f2dafa5e245b1af8665,book,The Simple Art of Murder,,1988,4.16,4952,,Raymond Chandler,,2051
69079f2dafa5e245b1af8666,book,The Big Sleep (Philip Marlowe  #1),,1988,4.01,103400,,Raymond Chandler,,2052
69079f2dafa5e245b1af8667,book,The Long Goodbye (Philip Marlowe  #6),,1988,4.22,26389,,Raymond Chandler,,2054
69079f2dafa5e245b1af8668,book,An Evening of Long Goodbyes,,2005,3.6,983,,Paul Murray,,2056
69079f2dafa5e245b1af8669,book,The Long Goodbye: Memories of My Father,,2005,3.82,214,,Patti   Davis,,2057
69079f2dafa5e245b1af866a,book,Ghost In the Shell 2: Innocence: After the Long Goodbye,,2005,3.97,250,,Masaki Yamada,,2058
69079f2dafa5e245b1af866b,book,The Long Goodbye (Philip Marlowe  #6),,2004,4.22,10,,Raymond Chandler,,2059
69079f2dafa5e245b1af866c,book,Breaking the Spell: Religion as a Natural Phenomenon,,2006,3.89,10135,,Daniel C. Dennett,,2067
69079f2dafa5e245b1af866d,book,Darwin's Dangerous Idea: Evolution and the Meanings of Life,,1996,4.04,13563,,Daniel C. Dennett,,2068
69079f2dafa5e245b1af866e,book,Freedom Evolves,,2004,3.83,2324,,Daniel C. Dennett,,2071
69079f2dafa5e245b1af866f,book,Brainstorms: Philosophical Essays on Mind and Psychology,,1981,3.95,573,,Daniel C. Dennett,,2072
69079f2dafa5e245b1af8670,book,Kinds of Minds: Towards an Understanding of Consciousness,,1997,3.82,1555,,Daniel C. Dennett,,2074
69079f2dafa5e245b1af8671,book,Leaps of Faith: Science  Miracles & the Search for Supernatural Consolation,,1999,3.61,21,,Nicholas Humphrey,,2077
69079f2dafa5e245b1af8672,book,Elbow Room: The Varieties of Free Will Worth Wanting,,1984,3.92,515,,Daniel C. Dennett,,2078
69079f2dafa5e245b1af8673,book,The Mind’s I: Fantasies and Reflections on Self and Soul,,1985,4.14,4786,,Douglas R. Hofstadter,,2081
69079f2dafa5e245b1af8674,book,The Illustrated A Brief History of Time,,1996,4.17,817,,Stephen Hawking,,2093
69079f2dafa5e245b1af8675,book,A Briefer History of Time,,2005,4.22,24035,,Stephen Hawking,,2094
69079f2dafa5e245b1af8676,book,The Universe in a Nutshell,,2001,4.15,29607,,Stephen Hawking,,2095
69079f2dafa5e245b1af8677,book,God Created the Integers: The Mathematical Breakthroughs That Changed History,,2005,4.07,1682,,Stephen Hawking,,2096
69079f2dafa5e245b1af8678,book,Stephen Hawking's Universe: The Cosmos Explained,,1998,4.29,1469,,David Filkin,,2099
69079f2dafa5e245b1af8679,book,The Future of Spacetime,,2003,3.94,257,,Stephen Hawking,,2100
69079f2dafa5e245b1af867a,book,Stephen Hawking's Universe,,1989,4.02,674,,John Boslough,,2102
69079f2dafa5e245b1af867b,book,The Nature of Space and Time,,2000,4.09,989,,Stephen Hawking,,2103
69079f2dafa5e245b1af867c,book,The Physics of Star Trek,,1996,3.83,4774,,Lawrence M. Krauss,,2104
69079f2dafa5e245b1af867d,book,Falconry & Hawking,,2006,4.31,51,,Phillip Glasier,,2107
69079f2dafa5e245b1af867e,book,The World Treasury of Physics  Astronomy & Mathematics from Albert Einstein to Stephen W. Hawking & from Annie Dillard to John Updike,,1993,4.13,371,,Timothy Ferris,,2109
69079f2dafa5e245b1af867f,book,The Art of Nonfiction: A Guide for Writers and Readers,,2001,3.96,429,,Ayn Rand,,2112
69079f2dafa5e245b1af8680,book,The Journals of Ayn Rand,,1999,3.94,317,,Ayn Rand,,2113
69079f2dafa5e245b1af8681,book,The Fountainhead,,1996,3.87,271754,,Ayn Rand,,2122
69079f2dafa5e245b1af8682,book,The 36-Hour Day: A Family Guide to Caring for Persons with Alzheimer Disease  Related Dementing Illnesses  and Memory Loss in Later Life,,2006,4.24,69,,Nancy L. Mace,,2123
69079f2dafa5e245b1af8683,book,The 3-Hour Diet: On the Go,,2005,3.1,31,,Jorge Cruise,,2126
69079f2dafa5e245b1af8684,book,The Last Hours of Ancient Sunlight: The Fate of the World and What We Can Do Before It's Too Late,,2004,4.23,1392,,Thom Hartmann,,2127
69079f2dafa5e245b1af8685,book,Specimen Days,,2006,3.58,4462,,Michael Cunningham,,2136
69079f2dafa5e245b1af8686,book,A Home at the End of the World,,2004,3.91,14769,,Michael Cunningham,,2137
69079f2dafa5e245b1af8687,book,Blink: The Power of Thinking Without Thinking,,2005,3.93,4254,,Malcolm Gladwell,,2140
69079f2dafa5e245b1af8688,book,Blink,,2004,4.17,13334,,Ted Dekker,,2142
69079f2dafa5e245b1af8689,book,Blink-182: Tales from Beneath Your Mom,,2001,4.39,169,,Mark Hoppus,,2144
69079f2dafa5e245b1af868a,book,The Complete Novels,,1995,4.55,300,,Jane Austen,,2151
69079f2dafa5e245b1af868b,book,The Jane Austen Book Club,,2005,3.08,57720,,Karen Joy Fowler,,2152
69079f2dafa5e245b1af868c,book,Jane Austen: The Complete Novels,,1994,4.55,267,,Jane Austen,,2153
69079f2dafa5e245b1af868d,book,Jane Austen's Letters,,1997,4.16,2278,,Jane Austen,,2155
69079f2dafa5e245b1af868e,book,Persuasion,,2004,4.14,441462,,Jane Austen,,2156
69079f2dafa5e245b1af868f,book,Tea with Jane Austen,,2004,3.79,1442,,Kim Wilson,,2157
69079f2dafa5e245b1af8690,book,The Old Man and the Sea,,2006,3.77,393,,Ernest Hemingway,,2166
69079f2dafa5e245b1af8691,book,Cliffs Notes on Hemingway's The Old Man and the Sea,,2000,2.83,4,,Jeanne Sallade Criswell,,2167
69079f2dafa5e245b1af8692,book,Flaubert's Parrot,,1990,3.66,9373,,Julian Barnes,,2176
69079f2dafa5e245b1af8693,book,Flaubert in Egypt: A Sensibility on Tour,,1996,3.62,378,,Gustave Flaubert,,2178
69079f2dafa5e245b1af8694,book,A Sentimental Education,,2000,3.83,105,,Gustave Flaubert,,2179
69079f2dafa5e245b1af8695,book,Three Tales,,2005,3.69,3190,,Gustave Flaubert,,2182
69079f2dafa5e245b1af8696,book,Sentimental Education,,2004,3.83,13499,,Gustave Flaubert,,2183
69079f2dafa5e245b1af8697,book,The Family Idiot 5: Gustave Flaubert 1821-1857,,1994,3.8,5,,Jean-Paul Sartre,,2186
69079f2dafa5e245b1af8698,book,Middlesex,,2003,4,540349,,Jeffrey Eugenides,,2187
69079f2dafa5e245b1af8699,book,Team of Rivals: The Political Genius of Abraham Lincoln,,2006,4.28,133840,,Doris Kearns Goodwin,,2199
69079f2dafa5e245b1af869a,book,John Adams,,2001,4.06,282649,,David McCullough,,2203
69079f2dafa5e245b1af869b,book,The John Adams Reader: Eseential Writings on an American Composer,,2006,3.5,20,,Thomas May,,2204
69079f2dafa5e245b1af869c,book,The Letters of John and Abigail Adams,,2003,4.14,275,,Abigail Adams,,2205
69079f2dafa5e245b1af869d,book,Passionate Sage: The Character and Legacy of John Adams,,2001,4.05,2622,,Joseph J. Ellis,,2209
69079f2dafa5e245b1af869e,book,The Portable John Adams,,2004,4.17,57,,John  Adams,,2211
69079f2dafa5e245b1af869f,book,Sex For Dummies,,2000,3.65,10,,Ruth Westheimer,,2218
69079f2dafa5e245b1af86a0,book,Baby Signing For Dummies,,2006,3.64,37,,Jennifer Watson,,2219
69079f2dafa5e245b1af86a1,book,The Feeling Good Handbook,,1999,4,4797,,David D. Burns,,2222
69079f2dafa5e245b1af86a2,book,On Death and Dying,,1997,4.16,144,,Elisabeth Kübler-Ross,,2226
69079f2dafa5e245b1af86a3,book,Questions and Answers on Death and Dying: A Companion Volume to On Death and Dying,,1997,4.07,197,,Elisabeth Kübler-Ross,,2227
69079f2dafa5e245b1af86a4,book,The Last Dance: Encountering Death and Dying,,2004,3.77,123,,Lynne Ann DeSpelder,,2228
69079f2dafa5e245b1af86a5,book,Mahatma Gandhi and His Myths: Civil Disobedience  Nonviolence  and Satyagraha in the Real World (Plus Why It's Gandhi  Not Ghandi),,2002,3.62,55,,Mark Shepard,,2236
69079f2dafa5e245b1af86a6,book,The Seven Habits of Highly Effective People,,1990,4.1,2505,,Stephen R. Covey,,2249
69079f2dafa5e245b1af86a7,book,The 7 Habits of Highly Effective People Personal Workbook,,2004,4.24,1874,,Stephen R. Covey,,2250
69079f2dafa5e245b1af86a8,book,Daily Reflections For Highly Effective People: Living the 7 Habits of Highly Successful People Every Day,,1994,3.9,336,,Stephen R. Covey,,2253
69079f2dafa5e245b1af86a9,book,Way of the Peaceful Warrior: A Book That Changes Lives,,2006,4.14,39947,,Dan Millman,,2255
69079f2dafa5e245b1af86aa,book,Secret of the Peaceful Warrior,,1992,4.15,156,,Dan Millman,,2257
69079f2dafa5e245b1af86ab,book,It's Not about the Bike: My Journey Back to Life,,2001,3.72,35050,,Lance Armstrong,,2265
69079f2dafa5e245b1af86ac,book,23 Days in July: Inside the Tour de France and Lance Armstrong's Record-Breaking Victory,,2005,3.67,360,,John Wilcockson,,2267
69079f2dafa5e245b1af86ad,book,Truman,,1993,4.12,71764,,David McCullough,,2279
69079f2dafa5e245b1af86ae,book,The Complete Stories of Truman Capote,,2005,4.2,3993,,Truman Capote,,2281
69079f2dafa5e245b1af86af,book,Breakfast at Tiffany's: A Short Novel and Three Stories,,1994,3.89,5658,,Truman Capote,,2282
69079f2dafa5e245b1af86b0,book,Murder at The Washington Tribune (Capital Crimes  #21),,2006,3.58,585,,Margaret Truman,,2283
69079f2dafa5e245b1af86b1,book,Murder at Ford's Theatre (Capital Crimes  #19),,2003,3.74,623,,Margaret Truman,,2285
69079f2dafa5e245b1af86b2,book,Other Voices  Other Rooms,,1994,3.8,10635,,Truman Capote,,2287
69079f2dafa5e245b1af86b3,book,In Cold Blood,,2006,4.07,563,,Truman Capote,,2289
69079f2dafa5e245b1af86b4,book,Emergence: The Connected Lives of Ants  Brains  Cities  and Software,,2002,3.96,2769,,Steven Johnson,,2296
69079f2dafa5e245b1af86b5,book,Emergence: Labeled Autistic,,1996,4.07,1827,,Temple Grandin,,2299
69079f2dafa5e245b1af86b6,book,The Emergence of Life on Earth: A Historical and Scientific Overview,,2000,4.02,48,,Iris Fry,,2304
69079f2dafa5e245b1af86b7,book,The Ghost Stories of Edith Wharton,,1997,3.89,2842,,Edith Wharton,,2305
69079f2dafa5e245b1af86b8,book,The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence,,1986,4.3,446,,Edith Wharton,,2306
69079f2dafa5e245b1af86b9,book,Collected Stories  1911-1937,,2001,4.25,55,,Edith Wharton,,2307
69079f2dafa5e245b1af86ba,book,Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance,,1990,4.22,67,,Edith Wharton,,2309
69079f2dafa5e245b1af86bb,book,The House of Mirth,,2002,3.95,749,,Edith Wharton,,2314
69079f2dafa5e245b1af86bc,book,Below the Root,,1975,4.08,41,,Zilpha Keatley Snyder,,2315
69079f2dafa5e245b1af86bd,book,The Witches of Worm,,1991,3.69,40,,Zilpha Keatley Snyder,,2319
69079f2dafa5e245b1af86be,book,The Deeper Meaning of Liff,,2005,3.93,3986,,Douglas Adams,,2322
69079f2dafa5e245b1af86bf,book,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),,2005,3.98,58,,Douglas Adams,,2326
69079f2dafa5e245b1af86c0,book,The Letters of J.R.R. Tolkien,,2000,4.15,4689,,J.R.R. Tolkien,,2327
69079f2dafa5e245b1af86c1,book,The History of the Lord of the Rings (The History of Middle-earth #6-9),,2000,4.38,237,,J.R.R. Tolkien,,2329
69079f2dafa5e245b1af86c2,book,The Languages of Tolkien's Middle-Earth,,1980,3.98,4685,,Ruth S. Noel,,2330
69079f2dafa5e245b1af86c3,book,The Lord of the Rings- 3 volumes set (The Lord of the Rings  #1-3),,2005,4.5,232,,J.R.R. Tolkien,,2331
69079f2dafa5e245b1af86c4,book,Farmer Giles of Ham,,1999,3.85,5526,,J.R.R. Tolkien,,2333
69079f2dafa5e245b1af86c5,book,Tandia,,1998,4.05,8461,,Bryce Courtenay,,2336
